Date;Time;Lat;Lon;Dep;M;MT;Region
14/04/2021;00:25:28.376;0.16 S;125.31 E;60;5.2;Yes;Southern Molucca Sea (Status: confirmed)
13/04/2021;21:46:12.162;1.45 N;127.13 E;112;4.2;-;Halmahera, Indonesia (Status: confirmed)
13/04/2021;18:38:53.243;5.74 N;126.68 E;79;5.2;-;Mindanao, Philippines (Status: confirmed)
13/04/2021;18:31:29.964;5.90 S;103.78 E;10;4.2;-;Southern Sumatra, Indonesia (Status: confirmed)
13/04/2021;16:51:15.888;1.91 N;126.44 E;10;4.0;-;Northern Molucca Sea (Status: confirmed)
13/04/2021;16:30:12.638;5.92 S;130.19 E;211;4.4;-;Banda Sea (Status: confirmed)
13/04/2021;16:30:12.586;5.94 S;130.19 E;202;4.4;-;Banda Sea (Status: confirmed)
13/04/2021;16:14:00.208;6.37 S;128.67 E;308;4.2;-;Banda Sea (Status: confirmed)
13/04/2021;15:47:34.445;0.67 N;126.11 E;60;5.3;Yes;Northern Molucca Sea (Status: confirmed)
13/04/2021;15:30:25.868;0.23 N;122.43 E;143;2.8;-;Minahassa Peninsula, Sulawesi (Status: confirmed)
13/04/2021;15:09:22.725;2.34 S;122.94 E;10;3.6;-;Sulawesi, Indonesia (Status: confirmed)
13/04/2021;14:59:17.017;3.97 N;96.28 E;28;2.6;-;Northern Sumatra, Indonesia (Status: confirmed)
13/04/2021;14:20:21.748;2.70 S;128.08 E;10;2.8;-;Ceram Sea (Status: confirmed)
13/04/2021;14:18:51.525;4.53 N;96.45 E;10;2.8;-;Northern Sumatra, Indonesia (Status: confirmed)
13/04/2021;14:16:38.050;0.73 S;131.48 E;10;2.6;-;Irian Jaya Region, Indonesia (Status: confirmed)
13/04/2021;14:01:31.340;0.66 S;99.24 E;28;3.4;-;Southern Sumatra, Indonesia (Status: confirmed)
13/04/2021;13:39:53.481;8.56 S;116.02 E;10;2.4;-;Sumbawa Region, Indonesia (Status: confirmed)
13/04/2021;12:54:15.261;2.90 S;136.77 E;37;4.1;-;Irian Jaya Region, Indonesia (Status: confirmed)
13/04/2021;12:37:55.299;8.42 S;112.60 E;121;3.9;-;Java, Indonesia (Status: confirmed)
13/04/2021;12:24:01.232;8.01 S;112.87 E;10;2.9;-;Java, Indonesia (Status: confirmed)
13/04/2021;12:12:06.720;5.32 S;104.07 E;10;3.5;-;Southern Sumatra, Indonesia (Status: confirmed)
13/04/2021;11:51:56.585;8.57 S;116.04 E;15;2.7;-;Sumbawa Region, Indonesia (Status: confirmed)
13/04/2021;11:14:32.589;0.89 N;98.16 E;38;3.4;-;Northern Sumatra, Indonesia (Status: confirmed)
13/04/2021;10:16:16.887;2.00 S;102.10 E;179;4.1;-;Southern Sumatra, Indonesia (Status: confirmed)
13/04/2021;07:55:58.025;2.82 S;101.72 E;73;3.5;-;Southern Sumatra, Indonesia (Status: confirmed)
13/04/2021;07:40:53.257;7.65 S;128.58 E;208;4.8;Yes;Banda Sea (Status: confirmed)
13/04/2021;06:09:51.836;5.01 S;104.08 E;11;3.5;-;Southern Sumatra, Indonesia (Status: confirmed)
13/04/2021;05:53:16.331;5.04 S;103.87 E;10;4.6;-;Southern Sumatra, Indonesia (Status: confirmed)
13/04/2021;05:52:05.174;5.07 S;104.02 E;11;4.4;-;Southern Sumatra, Indonesia (Status: confirmed)
13/04/2021;05:49:41.335;5.11 S;104.01 E;10;3.7;-;Southern Sumatra, Indonesia (Status: confirmed)
13/04/2021;05:38:10.270;0.73 N;120.21 E;12;4.0;-;Minahassa Peninsula, Sulawesi (Status: confirmed)
13/04/2021;02:29:08.466;1.47 N;126.93 E;91;4.1;-;Northern Molucca Sea (Status: confirmed)
12/04/2021;22:45:27.053;4.50 S;102.55 E;34;3.2;-;Southern Sumatra, Indonesia (Status: confirmed)
12/04/2021;21:37:58.576;3.30 S;130.04 E;28;3.3;-;Seram, Indonesia (Status: confirmed)
12/04/2021;21:34:49.669;7.24 S;130.77 E;22;4.4;-;Tanimbar Islands Reg., Indonesia (Status: confirmed)
12/04/2021;20:54:03.918;6.35 S;130.39 E;147;4.1;-;Banda Sea (Status: confirmed)
12/04/2021;20:48:11.906;6.65 S;120.73 E;16;2.5;-;Flores Sea (Status: confirmed)
12/04/2021;19:57:01.597;8.94 S;112.50 E;28;3.2;-;Java, Indonesia (Status: confirmed)
12/04/2021;18:59:23.589;0.02 N;128.99 E;10;3.2;-;Halmahera, Indonesia (Status: confirmed)
12/04/2021;18:08:27.827;5.04 S;120.57 E;10;4.3;-;Sulawesi, Indonesia (Status: confirmed)
12/04/2021;17:51:51.146;7.55 S;128.35 E;10;3.9;-;Banda Sea (Status: confirmed)
12/04/2021;16:36:45.177;2.87 S;127.23 E;10;3.2;-;Ceram Sea (Status: confirmed)
12/04/2021;16:31:33.499;4.19 S;122.41 E;10;2.7;-;Sulawesi, Indonesia (Status: confirmed)
12/04/2021;16:06:47.954;3.42 S;131.36 E;16;2.8;-;Irian Jaya Region, Indonesia (Status: confirmed)
12/04/2021;16:06:45.063;0.41 N;123.60 E;253;2.6;-;Minahassa Peninsula, Sulawesi (Status: confirmed)
12/04/2021;15:56:02.350;9.35 S;123.64 E;52;2.4;-;Timor Region (Status: confirmed)
12/04/2021;15:40:00.812;8.26 S;120.12 E;193;2.8;-;Flores Region, Indonesia (Status: confirmed)
12/04/2021;14:12:11.965;4.47 S;139.71 E;10;3.4;-;Irian Jaya, Indonesia (Status: confirmed)
12/04/2021;13:57:49.513;4.61 S;139.80 E;24;4.6;-;Irian Jaya, Indonesia (Status: confirmed)
12/04/2021;10:24:01.202;5.38 S;103.41 E;25;2.9;-;Southern Sumatra, Indonesia (Status: confirmed)
12/04/2021;08:43:41.587;2.85 S;101.53 E;66;3.5;-;Southern Sumatra, Indonesia (Status: confirmed)
12/04/2021;07:54:04.638;1.10 N;126.59 E;10;3.0;-;Northern Molucca Sea (Status: confirmed)
12/04/2021;07:06:23.680;1.26 S;132.41 E;10;3.2;-;Irian Jaya Region, Indonesia (Status: confirmed)
12/04/2021;05:29:02.778;8.23 S;120.16 E;165;3.0;-;Flores Region, Indonesia (Status: confirmed)
12/04/2021;05:10:32.882;8.87 S;112.47 E;36;3.2;-;Java, Indonesia (Status: confirmed)
12/04/2021;04:47:33.322;0.02 N;123.54 E;129;4.0;-;Minahassa Peninsula, Sulawesi (Status: confirmed)
12/04/2021;03:40:30.303;3.07 N;126.63 E;10;3.8;-;Talaud Islands, Indonesia (Status: confirmed)
12/04/2021;02:26:27.477;2.76 N;128.48 E;209;5.1;-;Halmahera, Indonesia (Status: confirmed)
12/04/2021;02:09:39.107;2.85 N;128.27 E;145;3.9;-;Halmahera, Indonesia (Status: confirmed)
12/04/2021;01:52:24.733;5.61 S;104.53 E;124;5.2;Yes;Southern Sumatra, Indonesia (Status: confirmed)
12/04/2021;01:46:28.408;6.67 S;105.01 E;10;4.0;-;Sunda Strait, Indonesia (Status: confirmed)
12/04/2021;01:36:45.745;4.39 S;119.99 E;10;2.5;-;Sulawesi, Indonesia (Status: confirmed)
11/04/2021;23:19:39.814;8.10 S;106.87 E;10;3.7;-;South of Java, Indonesia (Status: confirmed)
11/04/2021;23:09:36.806;2.41 S;128.76 E;10;2.9;-;Ceram Sea (Status: confirmed)
11/04/2021;21:59:50.649;1.07 N;126.90 E;15;3.4;-;Northern Molucca Sea (Status: confirmed)
11/04/2021;21:08:18.845;6.08 S;130.16 E;228;4.1;-;Banda Sea (Status: confirmed)
11/04/2021;20:03:26.149;0.21 S;123.06 E;33;4.1;-;Minahassa Peninsula, Sulawesi (Status: confirmed)
11/04/2021;19:03:36.085;5.15 S;100.92 E;18;4.6;-;Southwest of Sumatra, Indonesia (Status: confirmed)
11/04/2021;16:31:57.507;3.72 S;128.44 E;136;3.4;-;Seram, Indonesia (Status: confirmed)
11/04/2021;10:44:44.477;6.32 S;104.65 E;10;4.8;Yes;Sunda Strait, Indonesia (Status: confirmed)
11/04/2021;09:18:36.335;5.22 N;95.84 E;11;2.6;-;Northern Sumatra, Indonesia (Status: confirmed)
11/04/2021;07:55:24.369;6.37 S;130.39 E;182;4.4;-;Banda Sea (Status: confirmed)
11/04/2021;06:54:22.199;8.93 S;112.50 E;38;3.5;-;Java, Indonesia (Status: confirmed)
11/04/2021;06:52:49.692;0.30 N;97.58 E;22;4.0;-;Northern Sumatra, Indonesia (Status: confirmed)
11/04/2021;05:13:42.230;4.53 S;129.92 E;10;3.3;-;Banda Sea (Status: confirmed)
11/04/2021;01:27:31.031;3.41 S;101.65 E;12;3.9;-;Southern Sumatra, Indonesia (Status: confirmed)
10/04/2021;23:54:58.346;8.74 S;112.41 E;104;4.8;Yes;Java, Indonesia (Status: confirmed)
10/04/2021;21:55:05.868;1.02 N;126.87 E;25;3.7;-;Northern Molucca Sea (Status: confirmed)
10/04/2021;20:07:21.047;8.89 S;112.48 E;41;3.0;-;Java, Indonesia (Status: confirmed)
10/04/2021;19:23:56.207;2.80 N;126.82 E;13;3.8;-;Northern Molucca Sea (Status: confirmed)
10/04/2021;18:56:57.485;4.46 N;95.76 E;43;2.4;-;Northern Sumatra, Indonesia (Status: confirmed)
10/04/2021;16:00:20.656;7.33 S;122.43 E;549;4.8;-;Flores Sea (Status: confirmed)
10/04/2021;15:01:54.271;8.86 S;112.48 E;34;3.4;-;Java, Indonesia (Status: confirmed)
10/04/2021;13:37:21.639;8.93 S;112.44 E;34;3.7;-;Java, Indonesia (Status: confirmed)
10/04/2021;12:49:19.826;8.93 S;112.45 E;33;4.2;-;Java, Indonesia (Status: confirmed)
10/04/2021;11:36:54.601;8.89 S;112.47 E;35;3.5;-;Java, Indonesia (Status: confirmed)
10/04/2021;09:30:44.017;4.18 N;124.69 E;307;6.1;Yes;Celebes Sea (Status: confirmed)
10/04/2021;09:04:16.099;8.93 S;112.48 E;33;3.5;-;Java, Indonesia (Status: confirmed)
10/04/2021;08:05:45.341;8.90 S;112.46 E;37;3.8;-;Java, Indonesia (Status: confirmed)
10/04/2021;07:53:48.857;8.89 S;112.46 E;37;3.2;-;Java, Indonesia (Status: confirmed)
10/04/2021;07:15:13.797;5.40 S;103.29 E;30;3.9;-;Southern Sumatra, Indonesia (Status: confirmed)
10/04/2021;07:00:16.851;8.84 S;112.47 E;86;6.1;Yes;Java, Indonesia (Status: confirmed)
10/04/2021;00:36:54.915;0.93 N;123.98 E;290;3.9;-;Minahassa Peninsula, Sulawesi (Status: confirmed)
10/04/2021;00:04:57.014;2.80 S;101.25 E;35;4.4;-;Southern Sumatra, Indonesia (Status: confirmed)
09/04/2021;23:40:02.462;8.22 S;119.66 E;164;3.5;-;Flores Region, Indonesia (Status: confirmed)
09/04/2021;23:15:17.382;0.26 S;133.83 E;19;3.8;-;Irian Jaya Region, Indonesia (Status: confirmed)
09/04/2021;21:28:52.533;5.23 N;95.49 E;10;2.6;-;Northern Sumatra, Indonesia (Status: confirmed)
09/04/2021;20:36:50.177;9.30 S;120.52 E;10;2.4;-;Sumba Region, Indonesia (Status: confirmed)
09/04/2021;20:09:06.577;8.32 S;117.28 E;13;4.0;-;Sumbawa Region, Indonesia (Status: confirmed)
09/04/2021;19:47:07.932;6.33 S;104.32 E;12;3.8;-;Sunda Strait, Indonesia (Status: confirmed)
09/04/2021;19:07:12.615;10.09 S;124.10 E;10;2.3;-;Timor Region (Status: confirmed)
09/04/2021;19:03:00.573;3.09 N;98.57 E;10;2.2;-;Northern Sumatra, Indonesia (Status: confirmed)
09/04/2021;18:49:22.204;8.41 S;116.97 E;10;2.5;-;Sumbawa Region, Indonesia (Status: confirmed)
09/04/2021;18:44:28.621;2.68 S;122.39 E;10;2.1;-;Sulawesi, Indonesia (Status: confirmed)
09/04/2021;18:42:07.748;2.64 S;122.40 E;10;2.2;-;Sulawesi, Indonesia (Status: confirmed)
09/04/2021;18:32:20.021;2.80 S;122.39 E;10;3.4;-;Sulawesi, Indonesia (Status: confirmed)
09/04/2021;17:55:03.861;2.50 N;128.57 E;216;4.8;-;Halmahera, Indonesia (Status: confirmed)
09/04/2021;17:49:30.885;9.38 S;115.18 E;31;2.6;-;South of Bali, Indonesia (Status: confirmed)
09/04/2021;17:40:14.112;1.77 S;139.32 E;10;2.9;-;Near North Coast of Irian Jaya (Status: confirmed)
09/04/2021;17:39:16.227;1.97 S;127.38 E;10;3.9;-;Halmahera, Indonesia (Status: confirmed)
09/04/2021;17:10:43.411;2.44 S;121.19 E;10;2.3;-;Sulawesi, Indonesia (Status: confirmed)
09/04/2021;16:59:22.974;1.20 N;121.74 E;34;3.5;-;Minahassa Peninsula, Sulawesi (Status: confirmed)
09/04/2021;16:31:44.797;4.55 N;96.66 E;10;2.2;-;Northern Sumatra, Indonesia (Status: confirmed)
09/04/2021;15:55:37.124;8.88 S;113.91 E;63;2.4;-;Java, Indonesia (Status: confirmed)
09/04/2021;15:38:47.128;4.81 N;96.15 E;10;2.6;-;Northern Sumatra, Indonesia (Status: confirmed)
09/04/2021;15:37:28.670;9.56 S;119.17 E;10;4.1;-;Sumba Region, Indonesia (Status: confirmed)
09/04/2021;15:18:51.751;0.65 N;98.55 E;27;2.9;-;Northern Sumatra, Indonesia (Status: confirmed)
09/04/2021;15:14:29.124;4.81 N;96.17 E;10;4.7;-;Northern Sumatra, Indonesia (Status: confirmed)
09/04/2021;15:10:46.816;0.48 S;131.92 E;10;4.0;-;Irian Jaya Region, Indonesia (Status: confirmed)
09/04/2021;15:03:17.835;0.28 N;126.63 E;25;3.6;-;Northern Molucca Sea (Status: confirmed)
09/04/2021;14:56:45.888;0.90 N;99.57 E;10;3.3;-;Northern Sumatra, Indonesia (Status: confirmed)
09/04/2021;14:51:02.568;8.98 S;125.47 E;10;3.0;-;Timor Region (Status: confirmed)
09/04/2021;14:26:48.054;7.78 S;118.96 E;33;2.1;-;Flores Sea (Status: confirmed)
09/04/2021;14:20:21.286;0.12 N;124.74 E;14;2.1;-;Minahassa Peninsula, Sulawesi (Status: confirmed)
09/04/2021;13:23:52.136;0.86 N;99.51 E;14;2.5;-;Northern Sumatra, Indonesia (Status: confirmed)
09/04/2021;13:09:23.536;1.79 N;127.05 E;93;3.3;-;Halmahera, Indonesia (Status: confirmed)
09/04/2021;12:36:54.850;1.50 N;128.25 E;10;3.0;-;Halmahera, Indonesia (Status: confirmed)
09/04/2021;12:10:43.196;1.48 N;128.41 E;68;2.9;-;Halmahera, Indonesia (Status: confirmed)
09/04/2021;09:01:05.350;9.75 S;117.53 E;10;2.3;-;Sumbawa Region, Indonesia (Status: confirmed)
09/04/2021;08:08:57.598;3.06 N;96.51 E;10;4.3;-;Northern Sumatra, Indonesia (Status: confirmed)
09/04/2021;08:06:05.827;0.85 N;99.54 E;10;2.9;-;Northern Sumatra, Indonesia (Status: confirmed)
09/04/2021;08:00:26.379;9.15 S;118.91 E;10;2.9;-;Sumbawa Region, Indonesia (Status: confirmed)
09/04/2021;06:42:46.254;7.74 S;127.67 E;10;4.5;-;Banda Sea (Status: confirmed)
09/04/2021;05:07:33.991;4.81 N;95.07 E;26;2.9;-;Northern Sumatra, Indonesia (Status: confirmed)
09/04/2021;04:59:07.275;4.30 N;126.23 E;184;4.3;-;Talaud Islands, Indonesia (Status: confirmed)
09/04/2021;04:30:35.263;3.35 S;127.39 E;10;2.7;-;Seram, Indonesia (Status: confirmed)
09/04/2021;04:13:30.855;0.92 N;123.35 E;10;3.2;-;Minahassa Peninsula, Sulawesi (Status: confirmed)
09/04/2021;03:56:33.229;8.91 S;116.90 E;10;2.4;-;Sumbawa Region, Indonesia (Status: confirmed)
09/04/2021;02:22:03.082;9.04 S;114.43 E;61;2.9;-;South of Bali, Indonesia (Status: confirmed)
09/04/2021;00:25:44.571;9.22 S;124.12 E;57;3.7;-;Timor Region (Status: confirmed)
08/04/2021;22:44:58.565;0.98 N;127.14 E;10;3.9;-;Halmahera, Indonesia (Status: confirmed)
08/04/2021;21:45:40.382;2.31 S;120.75 E;10;3.0;-;Sulawesi, Indonesia (Status: confirmed)
08/04/2021;21:40:57.029;10.50 S;113.52 E;78;3.7;-;South of Java, Indonesia (Status: confirmed)
08/04/2021;20:57:19.041;0.30 N;98.50 E;29;3.7;-;Northern Sumatra, Indonesia (Status: confirmed)
08/04/2021;18:54:07.236;0.90 S;124.03 E;13;3.6;-;Southern Molucca Sea (Status: confirmed)
08/04/2021;17:48:57.152;1.08 N;124.18 E;248;4.0;-;Minahassa Peninsula, Sulawesi (Status: confirmed)
08/04/2021;17:40:38.692;3.69 N;95.59 E;16;4.5;-;Off West Coast of Northern Sumatra (Status: confirmed)
08/04/2021;15:03:44.222;8.41 S;120.77 E;171;3.3;-;Flores Region, Indonesia (Status: confirmed)
08/04/2021;12:16:46.920;0.35 S;129.72 E;10;3.6;-;Halmahera, Indonesia (Status: confirmed)
08/04/2021;05:26:53.005;2.75 N;122.53 E;551;4.9;-;Celebes Sea (Status: confirmed)
08/04/2021;03:16:49.441;0.98 N;126.31 E;10;3.6;-;Northern Molucca Sea (Status: confirmed)
08/04/2021;02:26:29.982;3.34 N;126.73 E;10;4.2;-;Talaud Islands, Indonesia (Status: confirmed)
08/04/2021;01:49:04.020;6.61 S;104.60 E;10;4.4;-;Sunda Strait, Indonesia (Status: confirmed)
08/04/2021;00:57:56.789;3.89 N;128.49 E;10;4.5;-;North of Halmahera, Indonesia (Status: confirmed)
07/04/2021;23:50:34.414;6.71 S;129.89 E;170;5.2;-;Banda Sea (Status: confirmed)
07/04/2021;18:18:17.588;9.10 S;117.20 E;10;2.3;-;Sumbawa Region, Indonesia (Status: confirmed)
07/04/2021;17:43:28.374;4.24 S;122.40 E;10;2.4;-;Sulawesi, Indonesia (Status: confirmed)
07/04/2021;17:42:45.927;4.15 N;96.28 E;10;2.8;-;Northern Sumatra, Indonesia (Status: confirmed)
07/04/2021;17:30:23.343;0.52 N;126.62 E;41;3.4;-;Northern Molucca Sea (Status: confirmed)
07/04/2021;17:25:17.657;1.34 S;120.56 E;10;2.6;-;Sulawesi, Indonesia (Status: confirmed)
07/04/2021;16:51:32.927;3.89 N;95.92 E;27;3.0;-;Off West Coast of Northern Sumatra (Status: confirmed)
07/04/2021;15:50:17.704;0.67 N;98.50 E;16;4.1;-;Northern Sumatra, Indonesia (Status: confirmed)
07/04/2021;14:04:11.743;0.29 S;132.31 E;10;3.9;-;Irian Jaya Region, Indonesia (Status: confirmed)
07/04/2021;13:49:31.120;7.99 S;117.73 E;23;2.5;-;Bali Sea (Status: confirmed)
07/04/2021;13:16:50.231;4.46 S;139.19 E;22;3.9;-;Irian Jaya, Indonesia (Status: confirmed)
07/04/2021;12:47:07.251;1.28 N;121.75 E;10;4.1;-;Minahassa Peninsula, Sulawesi (Status: confirmed)
07/04/2021;12:26:23.035;0.29 N;99.37 E;10;3.1;-;Northern Sumatra, Indonesia (Status: confirmed)
07/04/2021;11:50:15.521;5.59 S;127.76 E;369;4.3;-;Banda Sea (Status: confirmed)
07/04/2021;09:15:05.667;2.89 S;127.53 E;10;3.5;-;Ceram Sea (Status: confirmed)
07/04/2021;03:00:41.111;3.26 S;141.41 E;12;4.1;-;New Guinea, Papua New Guinea (Status: confirmed)
07/04/2021;02:52:34.042;4.75 N;95.01 E;36;3.0;-;Northern Sumatra, Indonesia (Status: confirmed)
06/04/2021;23:11:11.978;2.52 S;127.34 E;10;2.9;-;Ceram Sea (Status: confirmed)
06/04/2021;22:27:52.532;7.27 S;107.72 E;10;2.9;-;Java, Indonesia (Status: confirmed)
06/04/2021;21:44:21.306;0.08 S;124.40 E;14;4.2;-;Southern Molucca Sea (Status: confirmed)
06/04/2021;20:17:30.389;6.26 S;130.21 E;150;4.5;-;Banda Sea (Status: confirmed)
06/04/2021;20:08:50.214;5.83 N;126.50 E;104;5.4;-;Mindanao, Philippines (Status: confirmed)
06/04/2021;20:03:14.699;0.95 S;134.04 E;10;3.7;-;Irian Jaya Region, Indonesia (Status: confirmed)
06/04/2021;19:15:06.840;8.35 S;116.13 E;12;3.3;-;Sumbawa Region, Indonesia (Status: confirmed)
06/04/2021;19:09:42.680;6.06 S;130.33 E;151;3.8;-;Banda Sea (Status: confirmed)
06/04/2021;18:17:48.873;2.87 S;129.76 E;10;3.1;-;Seram, Indonesia (Status: confirmed)
06/04/2021;17:40:23.332;3.33 S;138.57 E;65;4.8;-;Irian Jaya, Indonesia (Status: confirmed)
06/04/2021;17:22:27.424;1.01 S;122.97 E;10;3.8;-;Sulawesi, Indonesia (Status: confirmed)
06/04/2021;17:17:07.681;7.18 S;129.27 E;27;3.9;-;Banda Sea (Status: confirmed)
06/04/2021;17:13:04.790;1.52 N;127.12 E;31;3.0;-;Halmahera, Indonesia (Status: confirmed)
06/04/2021;17:05:23.080;0.12 N;100.08 E;10;3.4;-;Northern Sumatra, Indonesia (Status: confirmed)
06/04/2021;16:56:27.665;4.18 S;103.13 E;33;2.9;-;Southern Sumatra, Indonesia (Status: confirmed)
06/04/2021;16:20:21.096;8.74 S;110.54 E;19;3.4;-;Java, Indonesia (Status: confirmed)
06/04/2021;15:39:55.408;0.37 N;123.62 E;251;2.9;-;Minahassa Peninsula, Sulawesi (Status: confirmed)
06/04/2021;15:03:05.218;6.96 S;129.90 E;137;3.8;-;Banda Sea (Status: confirmed)
06/04/2021;13:43:16.059;1.05 N;126.35 E;16;3.6;-;Northern Molucca Sea (Status: confirmed)
06/04/2021;11:57:23.631;0.30 N;98.91 E;37;3.3;-;Northern Sumatra, Indonesia (Status: confirmed)
06/04/2021;11:52:36.569;2.79 S;130.15 E;12;3.2;-;Seram, Indonesia (Status: confirmed)
06/04/2021;11:52:10.466;0.62 N;122.20 E;80;4.0;-;Minahassa Peninsula, Sulawesi (Status: confirmed)
06/04/2021;10:36:27.816;2.86 S;139.20 E;10;3.3;-;Near North Coast of Irian Jaya (Status: confirmed)
06/04/2021;10:30:25.435;1.60 N;127.23 E;114;3.7;-;Halmahera, Indonesia (Status: confirmed)
06/04/2021;08:47:19.569;1.12 S;100.27 E;10;2.8;-;Southern Sumatra, Indonesia (Status: confirmed)
06/04/2021;07:00:55.291;9.58 S;107.03 E;35;4.3;-;South of Java, Indonesia (Status: confirmed)
06/04/2021;06:29:01.298;0.17 N;123.38 E;179;3.4;-;Minahassa Peninsula, Sulawesi (Status: confirmed)
06/04/2021;05:42:09.703;4.13 S;138.95 E;10;3.3;-;Irian Jaya, Indonesia (Status: confirmed)
06/04/2021;05:27:47.422;7.65 S;128.43 E;104;4.5;-;Banda Sea (Status: confirmed)
06/04/2021;04:15:41.144;0.23 N;121.87 E;209;3.8;-;Minahassa Peninsula, Sulawesi (Status: confirmed)
06/04/2021;04:13:13.413;2.38 N;98.89 E;10;3.1;-;Northern Sumatra, Indonesia (Status: confirmed)
06/04/2021;02:57:36.830;8.76 S;117.82 E;10;2.9;-;Sumbawa Region, Indonesia (Status: confirmed)
06/04/2021;02:36:26.013;3.80 N;95.90 E;27;4.1;-;Off West Coast of Northern Sumatra (Status: confirmed)
06/04/2021;00:29:36.925;1.38 S;137.18 E;10;4.5;-;Near North Coast of Irian Jaya (Status: confirmed)
05/04/2021;19:09:53.373;3.09 N;98.36 E;128;3.9;-;Northern Sumatra, Indonesia (Status: confirmed)
05/04/2021;13:27:58.542;8.01 S;116.84 E;13;3.0;-;Sumbawa Region, Indonesia (Status: confirmed)
05/04/2021;12:00:54.043;1.90 N;96.45 E;10;3.2;-;Off West Coast of Northern Sumatra (Status: confirmed)
05/04/2021;11:21:20.354;0.69 N;122.35 E;82;3.7;-;Minahassa Peninsula, Sulawesi (Status: confirmed)
05/04/2021;11:16:24.491;2.89 S;127.90 E;10;4.0;-;Ceram Sea (Status: confirmed)
05/04/2021;10:33:15.185;5.94 S;130.11 E;192;4.1;-;Banda Sea (Status: confirmed)
05/04/2021;09:34:12.341;2.83 S;119.38 E;10;2.5;-;Sulawesi, Indonesia (Status: confirmed)
05/04/2021;06:23:06.494;9.52 S;118.46 E;15;4.1;-;Sumbawa Region, Indonesia (Status: confirmed)
05/04/2021;05:40:38.902;3.69 N;126.90 E;10;4.5;-;Talaud Islands, Indonesia (Status: confirmed)
05/04/2021;03:41:19.320;1.53 N;122.28 E;10;4.5;-;Minahassa Peninsula, Sulawesi (Status: confirmed)
05/04/2021;02:32:45.336;7.27 S;129.28 E;193;4.8;-;Banda Sea (Status: confirmed)
04/04/2021;21:48:05.778;2.88 S;119.37 E;10;3.1;-;Sulawesi, Indonesia (Status: confirmed)
04/04/2021;21:38:08.233;0.07 N;124.03 E;32;3.0;-;Minahassa Peninsula, Sulawesi (Status: confirmed)
04/04/2021;21:09:21.329;2.52 N;98.85 E;10;2.6;-;Northern Sumatra, Indonesia (Status: confirmed)
04/04/2021;19:35:28.401;0.87 S;127.44 E;73;3.7;-;Halmahera, Indonesia (Status: confirmed)
04/04/2021;19:07:55.218;0.30 S;122.06 E;10;3.9;-;Minahassa Peninsula, Sulawesi (Status: confirmed)
04/04/2021;18:00:58.382;2.56 S;102.25 E;150;3.6;-;Southern Sumatra, Indonesia (Status: confirmed)
04/04/2021;17:15:14.004;2.48 S;121.31 E;10;2.4;-;Sulawesi, Indonesia (Status: confirmed)
04/04/2021;17:13:04.586;2.69 S;121.17 E;29;2.1;-;Sulawesi, Indonesia (Status: confirmed)
04/04/2021;16:38:24.637;2.61 N;98.86 E;10;2.7;-;Northern Sumatra, Indonesia (Status: confirmed)
04/04/2021;14:22:36.135;8.11 S;120.04 E;184;3.7;-;Flores Region, Indonesia (Status: confirmed)
04/04/2021;13:39:51.315;9.11 S;110.14 E;10;4.3;-;South of Java, Indonesia (Status: confirmed)
04/04/2021;13:06:55.716;1.91 N;127.16 E;27;3.1;-;Halmahera, Indonesia (Status: confirmed)
04/04/2021;09:47:25.023;1.02 S;121.54 E;10;3.8;-;Sulawesi, Indonesia (Status: confirmed)
04/04/2021;08:37:20.308;2.44 N;98.88 E;10;2.7;-;Northern Sumatra, Indonesia (Status: confirmed)
04/04/2021;08:26:05.381;2.35 N;98.94 E;10;2.8;-;Northern Sumatra, Indonesia (Status: confirmed)
04/04/2021;06:02:52.824;8.98 S;111.27 E;10;3.9;-;Java, Indonesia (Status: confirmed)
04/04/2021;00:35:47.844;2.29 N;97.84 E;21;4.3;-;Northern Sumatra, Indonesia (Status: confirmed)
03/04/2021;23:55:26.519;2.31 N;98.96 E;10;2.4;-;Northern Sumatra, Indonesia (Status: confirmed)
03/04/2021;23:46:21.152;2.29 N;98.98 E;10;2.5;-;Northern Sumatra, Indonesia (Status: confirmed)
03/04/2021;23:43:10.227;2.54 S;121.01 E;10;2.5;-;Sulawesi, Indonesia (Status: confirmed)
03/04/2021;23:36:33.465;6.61 S;130.54 E;13;3.7;-;Banda Sea (Status: confirmed)
03/04/2021;20:51:26.624;8.24 S;108.16 E;28;3.8;-;Java, Indonesia (Status: confirmed)
03/04/2021;19:16:50.445;0.30 S;122.85 E;57;3.0;-;Minahassa Peninsula, Sulawesi (Status: confirmed)
03/04/2021;18:42:02.044;5.15 S;128.18 E;352;6.0;Yes;Banda Sea (Status: confirmed)
03/04/2021;16:49:44.281;0.71 N;125.66 E;10;3.1;-;Northern Molucca Sea (Status: confirmed)
03/04/2021;11:56:50.253;8.93 S;122.41 E;109;4.1;-;Flores Region, Indonesia (Status: confirmed)
03/04/2021;11:48:29.813;9.61 S;120.69 E;10;3.4;-;Sumba Region, Indonesia (Status: confirmed)
03/04/2021;11:27:41.469;8.38 S;116.29 E;25;2.2;-;Sumbawa Region, Indonesia (Status: confirmed)
03/04/2021;11:26:55.830;0.22 N;121.98 E;174;2.6;-;Minahassa Peninsula, Sulawesi (Status: confirmed)
03/04/2021;07:13:46.036;8.71 S;117.41 E;136;2.8;-;Sumbawa Region, Indonesia (Status: confirmed)
