Lat,Lon,Dep,M,Region
-9.8,121.88,10,4.0,Savu Sea 
0.82,121.67,10,2.4,Minahassa Peninsula Sulawesi 
0.81,123.24,94,2.1,Minahassa Peninsula Sulawesi 
-9.44,118.1,33,3.4,Sumbawa Region  
4.49,96.4,10,3.6,Northern Sumatra  
-8.45,116.92,19,2.3,Sumbawa Region  
-7.73,117.33,10,2.7,Bali Sea 
0.06,126.64,10,2.8,Northern Molucca Sea 
0.43,96.94,22,3.3,Off West Coast of Northern Sumatra 
-8.24,118.35,172,2.9,Sumbawa Region  
-0.24,123.21,92,2.2,Minahassa Peninsula Sulawesi 
-8.97,118.46,87,2.7,Sumbawa Region  
-8.63,118.73,96,2.9,Sumbawa Region  
-9.6,117.01,40,2.8,Sumbawa Region  
-7.15,105.88,22,3.7,Java  
-1.79,99.28,10,3.0,Southern Sumatra  
-8.89,110.93,10,3.8,Java  
-9.0,123.74,61,2.5,Timor Region 
-2.05,120.7,27,2.8,Sulawesi  
-8.45,118.33,113,2.7,Sumbawa Region  
0.59,97.11,30,4.0,Northern Sumatra  
-4.55,102.78,41,4.1,Southern Sumatra  
-0.18,122.55,10,2.8,Minahassa Peninsula Sulawesi 
-1.67,122.41,10,3.3,Sulawesi  
-1.75,122.41,10,2.7,Sulawesi  
-10.74,111.66,10,4.2,South of Java  
1.1,127.57,17,2.6,Halmahera  
-8.03,117.5,11,2.8,Sumbawa Region  
-10.95,118.08,10,3.8,South of Sumbawa  
-6.3,105.74,145,3.8,Sunda Strait  
-9.06,124.09,41,3.2,Timor Region 
1.98,128.08,10,2.7,Halmahera  
-6.16,130.25,11,4.3,Banda Sea 
-7.96,127.67,10,3.7,Banda Sea 
-3.61,101.64,11,3.0,Southern Sumatra  
-1.54,98.93,10,3.3,Southern Sumatra  
2.35,98.82,149,2.6,Northern Sumatra  
-2.98,129.82,10,2.5,Seram  
-9.18,118.53,10,2.3,Sumbawa Region  
-1.45,99.2,10,3.1,Southern Sumatra  
-8.79,120.42,112,3.4,Flores Region  
4.68,96.32,10,3.3,Northern Sumatra  
1.14,122.82,34,2.0,Minahassa Peninsula Sulawesi 
-9.01,122.2,18,3.4,Savu Sea 
-2.7,129.41,16,2.8,Seram  
2.44,128.44,218,4.2,Halmahera  
-2.33,139.59,33,3.9,Near North Coast of Irian Jaya 
-6.15,125.23,588,4.2,Banda Sea 
1.78,127.08,28,2.6,Halmahera  
0.65,122.07,166,2.3,Minahassa Peninsula Sulawesi 
4.35,125.86,106,3.8,Talaud Islands  
4.85,95.38,32,3.0,Northern Sumatra  
-1.63,126.54,10,2.6,Southern Molucca Sea 
-9.28,122.49,38,2.4,Savu Sea 
3.78,125.33,10,3.8,Talaud Islands  
-9.42,114.59,10,2.6,South of Bali  
-2.56,129.54,36,2.4,Seram  
-9.02,115.91,68,3.0,South of Bali  
-9.16,120.78,10,2.6,Sumba Region  
-2.14,138.3,10,3.6,Irian Jaya  
-1.85,133.22,19,2.6,Irian Jaya Region  
-0.64,131.87,10,3.5,Irian Jaya Region  
-4.5,100.98,10,3.5,Southwest of Sumatra  
-9.59,119.79,90,2.2,Sumba Region  
-7.67,128.69,105,4.5,Banda Sea 
-3.62,102.18,22,2.9,Southern Sumatra  
-0.87,131.7,13,3.3,Irian Jaya Region  
-8.98,118.55,10,2.1,Sumbawa Region  
-5.85,128.1,351,3.8,Banda Sea 
-8.2,120.26,169,2.6,Flores Region  
-1.28,98.96,750,3.5,Southern Sumatra  
-4.42,101.01,35,5.2,Southern Sumatra  
-2.13,140.26,10,3.0,Near North Coast of Irian Jaya 
-5.77,101.84,22,4.0,Southwest of Sumatra  
-8.71,117.9,14,2.3,Sumbawa Region  
-1.31,133.99,10,2.6,Irian Jaya Region  
-2.95,101.65,30,3.4,Southern Sumatra  
-7.73,128.36,169,5.0,Banda Sea 
-5.73,120.56,11,3.4,Sulawesi  
-2.27,120.61,10,2.8,Sulawesi  
-5.69,120.64,16,2.5,Sulawesi  
-7.94,117.97,10,2.5,Bali Sea 
-5.74,120.64,10,4.2,Sulawesi  
-3.77,135.57,10,4.0,Irian Jaya Region  
-8.93,118.67,10,2.6,Sumbawa Region  
0.31,124.88,19,3.8,Minahassa Peninsula Sulawesi 
-2.46,129.49,10,3.5,Seram  
-8.85,116.85,10,2.4,Sumbawa Region  
-6.78,105.16,13,3.9,Sunda Strait  
-5.25,104.27,10,2.7,Southern Sumatra  
-9.11,113.52,81,2.9,South of Java  
0.81,123.96,272,3.7,Minahassa Peninsula Sulawesi 
-4.96,133.45,10,4.9,Irian Jaya Region  
-0.23,125.38,10,3.0,Southern Molucca Sea 
-6.3,129.83,55,4.2,Banda Sea 
-9.77,118.1,10,2.5,Sumbawa Region  
-5.26,104.28,10,2.0,Southern Sumatra  
-9.87,118.69,10,3.6,Sumbawa Region  
-3.18,129.32,13,2.2,Seram  
1.22,122.42,21,2.6,Minahassa Peninsula Sulawesi 
-0.69,131.58,10,3.5,Irian Jaya Region  
-8.56,118.38,113,3.3,Sumbawa Region  
-3.01,129.79,10,2.3,Seram  
-9.16,119.33,38,2.6,Sumba Region  
-0.78,121.62,10,3.0,Minahassa Peninsula Sulawesi 
-8.07,117.79,21,2.1,Sumbawa Region  
-2.39,120.96,10,2.7,Sulawesi  
3.5,95.45,10,2.5,Off West Coast of Northern Sumatra 
1.85,127.3,87,2.8,Halmahera  
-2.67,129.48,16,4.1,Seram  
-2.64,129.49,10,3.9,Seram  
-2.64,129.53,10,4.7,Seram  
-8.94,116.26,68,2.1,Sumbawa Region  
-8.88,114.46,67,3.1,Bali Region  
0.38,98.56,21,3.2,Northern Sumatra  
-1.76,120.17,10,2.5,Sulawesi  
-8.35,119.52,153,2.8,Flores Region  
1.58,128.23,18,3.5,Halmahera  
0.45,123.94,26,2.2,Minahassa Peninsula Sulawesi 
1.26,122.52,30,2.1,Minahassa Peninsula Sulawesi 
-9.42,119.15,10,2.5,Sumba Region  
-9.06,123.86,70,2.4,Timor Region 
-9.25,114.55,10,2.4,South of Bali  
-3.44,129.52,87,3.0,Seram  
0.66,124.11,11,2.5,Minahassa Peninsula Sulawesi 
0.04,121.82,22,2.5,Minahassa Peninsula Sulawesi 
0.65,100.07,162,3.6,Northern Sumatra  
-0.22,124.55,10,4.6,Southern Molucca Sea 
1.06,126.18,10,3.9,Northern Molucca Sea 
3.7,126.52,10,4.3,Talaud Islands  
-3.51,122.19,10,3.0,Sulawesi  
4.61,125.82,128,5.2,Talaud Islands  
-2.4,139.51,27,4.3,Near North Coast of Irian Jaya 
-0.17,122.77,25,2.5,Minahassa Peninsula Sulawesi 
-0.82,100.2,78,2.6,Southern Sumatra  
0.52,122.27,10,2.6,Minahassa Peninsula Sulawesi 
1.41,126.93,37,3.5,Northern Molucca Sea 
-0.21,123.74,66,4.2,Minahassa Peninsula Sulawesi 
-0.09,123.64,102,4.2,Minahassa Peninsula Sulawesi 
-3.36,126.0,59,3.5,Ceram Sea 
-5.65,130.94,88,5.4,Banda Sea 
1.53,127.8,11,2.0,Halmahera  
1.7,121.21,11,3.6,Minahassa Peninsula Sulawesi 
-7.09,129.43,165,4.2,Banda Sea 
-2.55,121.14,10,2.0,Sulawesi  
-3.12,141.45,13,4.7,New Guinea Papua New Guinea 
-9.74,114.27,10,3.3,South of Bali  
-9.53,119.94,54,2.8,Sumba Region  
-7.31,108.62,10,2.2,Java  
-3.51,122.11,10,2.7,Sulawesi  
-8.99,123.81,96,2.6,Flores Region  
-3.59,131.12,16,2.8,Irian Jaya Region  
-3.59,122.15,10,4.0,Sulawesi  
-7.16,125.46,482,4.4,Banda Sea 
-3.46,122.15,10,2.8,Sulawesi  
-3.48,122.12,10,2.5,Sulawesi  
-3.52,122.2,10,3.5,Sulawesi  
-1.63,120.24,10,3.0,Sulawesi  
-6.64,129.94,129,4.4,Banda Sea 
-0.05,125.49,30,3.9,Southern Molucca Sea 
-3.35,101.89,10,4.9,Southern Sumatra  
-9.32,113.34,11,3.3,South of Java  
-5.14,104.86,174,3.9,Southern Sumatra  
-6.48,130.03,199,4.1,Banda Sea 
-2.87,137.58,19,4.4,Irian Jaya  
-9.23,114.29,10,3.1,South of Bali  
-8.6,118.39,114,3.6,Sumbawa Region  
-1.83,99.21,33,3.6,Southern Sumatra  
-1.78,99.19,38,5.6,Southern Sumatra  
1.29,126.34,16,3.8,Northern Molucca Sea 
2.33,128.2,21,3.5,Halmahera  
1.57,127.19,120,4.3,Halmahera  
4.88,96.0,10,4.7,Northern Sumatra  
0.55,121.13,38,3.4,Minahassa Peninsula Sulawesi 
-9.55,119.58,47,3.4,Sumba Region  
-9.56,117.53,25,2.8,Sumbawa Region  
-0.61,121.72,25,2.9,Minahassa Peninsula Sulawesi 
-10.63,123.43,14,3.1,Timor Region 
0.05,125.5,15,3.7,Northern Molucca Sea 
-9.54,116.35,14,3.7,Sumbawa Region  
-4.53,101.86,10,3.7,Southern Sumatra  
-8.13,107.9,18,3.6,Java  
-9.63,119.16,68,3.4,Sumba Region  
3.96,95.91,32,3.5,Off West Coast of Northern Sumatra 
1.92,121.22,10,4.6,Minahassa Peninsula Sulawesi 
1.82,127.35,92,3.3,Halmahera  
-4.83,129.88,192,4.0,Banda Sea 
-0.56,123.31,10,3.1,Minahassa Peninsula Sulawesi 
-6.86,129.5,201,4.3,Banda Sea 
-0.37,123.14,40,3.4,Minahassa Peninsula Sulawesi 
-8.53,108.0,48,4.0,Java  
0.75,123.99,257,3.6,Minahassa Peninsula Sulawesi 
-7.8,127.55,88,4.5,Banda Sea 
5.0,96.08,10,3.2,Northern Sumatra  
-2.66,129.26,10,3.1,Seram  
-8.29,119.91,167,4.0,Flores Region  
-3.56,131.5,25,3.9,Irian Jaya Region  
-8.4,119.95,147,2.3,Flores Region  
3.09,127.96,128,4.6,Talaud Islands  
-3.58,100.49,10,4.5,Southern Sumatra  
-4.83,103.66,163,5.0,Southern Sumatra  
-2.74,122.11,10,4.3,Sulawesi  
-7.19,105.53,10,3.7,Java  
1.92,122.36,31,2.7,Minahassa Peninsula Sulawesi 
-0.02,123.79,87,3.3,Minahassa Peninsula Sulawesi 
0.07,123.82,104,3.4,Minahassa Peninsula Sulawesi 
-10.26,119.1,28,3.6,Sumba Region  
-0.15,121.09,10,2.9,Minahassa Peninsula Sulawesi 
-9.06,123.95,26,3.2,Timor Region 
-9.06,113.91,33,3.4,South of Java  
-2.35,140.72,24,3.5,Near North Coast of Irian Jaya 
-8.06,117.95,14,2.5,Sumbawa Region  
-8.28,116.02,19,2.3,Sumbawa Region  
-2.87,127.51,10,2.9,Ceram Sea 
-6.1,130.27,26,5.1,Banda Sea 
-2.91,129.72,11,4.1,Seram  
-9.86,117.2,19,3.4,Sumbawa Region  
-0.96,127.5,10,3.5,Halmahera  
-8.72,116.04,89,2.7,Sumbawa Region  
-0.17,122.83,70,2.4,Minahassa Peninsula Sulawesi 
-1.76,139.17,39,4.2,Near North Coast of Irian Jaya 
-8.39,107.6,10,4.2,Java  
-2.54,121.14,10,3.0,Sulawesi  
-0.06,129.19,10,3.4,Halmahera  
-9.05,111.18,10,3.4,South of Java  
-5.11,134.07,38,4.8,Aru Islands Region  
4.46,96.43,10,3.0,Northern Sumatra  
3.4,127.98,123,4.1,Talaud Islands  
-7.98,124.46,176,3.5,Banda Sea 
-8.3,117.15,13,3.3,Sumbawa Region  
-5.96,103.82,18,3.3,Southern Sumatra  
-7.96,106.96,10,3.6,Java  
2.4,95.49,10,3.2,Off West Coast of Northern Sumatra 
-8.45,117.12,15,2.1,Sumbawa Region  
-9.17,119.21,33,2.5,Sumba Region  
-4.91,104.02,10,3.0,Southern Sumatra  
-4.9,103.99,10,2.6,Southern Sumatra  
2.07,126.82,25,3.3,Northern Molucca Sea 
-3.67,120.91,10,2.7,Sulawesi  
-2.83,127.43,10,3.2,Ceram Sea 
-2.88,127.43,10,3.3,Ceram Sea 
-9.8,121.04,21,2.5,Savu Sea 
-8.31,110.32,26,2.6,Java  
-6.51,132.26,69,4.5,Tanimbar Islands Reg.  
-2.72,139.64,37,4.7,Near North Coast of Irian Jaya 
-8.46,121.28,173,2.9,Flores Region  
-5.76,101.56,10,4.0,Southwest of Sumatra  
-5.65,101.63,20,4.5,Southwest of Sumatra  
2.29,98.0,34,3.3,Northern Sumatra  
0.32,125.02,10,3.0,Northern Molucca Sea 
2.59,98.81,10,2.4,Northern Sumatra  
-5.63,101.64,67,4.4,Southwest of Sumatra  
-9.32,114.65,49,3.0,South of Bali  
0.51,121.23,56,3.5,Minahassa Peninsula Sulawesi 
-7.75,130.14,10,4.5,Tanimbar Islands Reg.  
-3.34,140.28,10,4.1,Irian Jaya  
2.54,98.83,10,2.6,Northern Sumatra  
4.47,96.41,10,2.8,Northern Sumatra  
-2.58,127.06,10,3.6,Ceram Sea 
-5.12,102.57,58,3.3,Southern Sumatra  
-2.65,121.86,10,3.9,Sulawesi  
-4.61,129.46,207,3.7,Banda Sea 
1.55,123.62,10,3.5,Minahassa Peninsula Sulawesi 
4.33,125.87,19,4.6,Talaud Islands  
0.6,99.24,10,3.6,Northern Sumatra  
-9.01,114.5,78,4.4,South of Bali  
-6.22,130.43,177,4.2,Banda Sea 
4.42,96.52,10,2.2,Northern Sumatra  
-0.98,134.49,22,2.8,Irian Jaya Region  
2.5,98.81,10,2.1,Northern Sumatra  
-0.22,122.97,33,3.1,Minahassa Peninsula Sulawesi 
-3.83,119.54,10,2.3,Sulawesi  
1.16,123.31,10,2.8,Minahassa Peninsula Sulawesi 
-6.52,130.01,176,4.2,Banda Sea 
-7.18,105.89,10,3.5,Java  
1.0,122.78,39,3.5,Minahassa Peninsula Sulawesi 
-8.02,117.73,25,3.1,Sumbawa Region  
-4.29,102.4,30,4.0,Southern Sumatra  
2.98,96.8,10,3.0,Northern Sumatra  
-2.58,102.29,180,4.5,Southern Sumatra  
-10.86,113.75,10,4.0,South of Java  
-8.2,119.76,162,3.3,Flores Region  
0.67,126.62,30,3.2,Northern Molucca Sea 
-2.62,121.13,10,2.7,Sulawesi  
-8.67,118.41,114,4.1,Sumbawa Region  
-1.03,99.52,36,3.8,Southern Sumatra  
-2.67,139.24,73,4.5,Near North Coast of Irian Jaya 
-5.65,101.71,27,4.7,Southwest of Sumatra  
-5.63,101.73,10,4.4,Southwest of Sumatra  
-8.33,116.79,10,2.5,Sumbawa Region  
-8.31,116.78,11,2.5,Sumbawa Region  
-8.32,116.8,15,3.2,Sumbawa Region  
-2.4,120.67,10,2.3,Sulawesi  
-8.73,118.93,101,3.5,Sumbawa Region  
-9.06,118.51,64,3.2,Sumbawa Region  
0.8,100.09,175,3.7,Northern Sumatra  
-4.07,133.51,10,3.7,Irian Jaya Region  
-2.26,121.03,10,2.9,Sulawesi  
-2.22,121.03,10,3.8,Sulawesi  
0.84,126.08,10,4.0,Northern Molucca Sea 
0.28,121.62,193,3.3,Minahassa Peninsula Sulawesi 
-8.23,121.85,176,3.4,Flores Region  
-7.19,105.93,10,4.1,Java  
1.42,121.33,13,2.5,Minahassa Peninsula Sulawesi 
-5.67,101.75,69,4.3,Southwest of Sumatra  
-3.48,130.31,34,2.7,Seram  
-0.61,127.4,10,3.1,Halmahera  
-5.7,101.6,34,4.5,Southwest of Sumatra  
-2.22,100.79,27,4.1,Southern Sumatra  
-5.03,123.17,22,4.0,Banda Sea 
-0.55,123.78,10,4.8,Minahassa Peninsula Sulawesi 
-9.13,118.98,10,3.1,Sumbawa Region  
-0.43,122.03,10,4.7,Minahassa Peninsula Sulawesi 
4.73,126.34,83,4.6,Talaud Islands  
-7.17,106.08,21,3.3,Java  
-0.62,127.39,10,3.4,Halmahera  
-0.3,124.53,12,4.4,Southern Molucca Sea 
0.96,127.29,156,3.8,Halmahera  
-3.57,128.2,10,2.1,Seram  
0.53,126.46,15,3.0,Northern Molucca Sea 
-10.35,108.5,23,3.5,South of Java  
-0.62,127.43,10,3.7,Halmahera  
-9.4,118.76,47,4.2,Sumbawa Region  
-0.49,127.55,31,5.0,Halmahera  
-3.91,135.04,10,4.4,Irian Jaya Region  
0.34,127.12,110,3.6,Halmahera  
-7.6,107.34,62,3.1,Java  
-9.52,117.58,17,2.9,Sumbawa Region  
-8.88,110.29,10,2.7,Java  
0.3,122.42,156,4.0,Minahassa Peninsula Sulawesi 
-8.87,116.48,160,2.9,Sumbawa Region  
-8.11,123.86,129,3.1,Flores Region  
-9.13,119.66,10,3.5,Sumba Region  
-0.28,122.94,54,3.5,Minahassa Peninsula Sulawesi 
-0.27,122.89,29,3.5,Minahassa Peninsula Sulawesi 
-6.73,105.63,66,4.8,Sunda Strait  
3.88,127.43,137,3.8,Talaud Islands  
-0.68,120.15,10,3.2,Minahassa Peninsula Sulawesi 
-8.17,107.32,10,3.8,Java  
0.32,98.62,21,3.8,Northern Sumatra  
-8.62,112.1,103,3.1,Java  
-0.26,122.92,33,3.1,Minahassa Peninsula Sulawesi 
-7.33,123.8,565,4.3,Banda Sea 
-2.83,122.39,10,3.6,Sulawesi  
-0.01,122.92,152,3.2,Minahassa Peninsula Sulawesi 
1.61,127.32,114,3.2,Halmahera  
1.2,126.11,36,3.1,Northern Molucca Sea 
-8.05,107.93,25,3.3,Java  
3.63,128.24,10,3.9,North of Halmahera  
-9.5,112.8,10,3.4,South of Java  
-7.59,127.61,120,4.1,Banda Sea 
4.48,95.68,48,3.6,Northern Sumatra  
4.72,94.95,37,3.0,Off West Coast of Northern Sumatra 
2.5,128.48,219,3.8,Halmahera  
-8.56,118.92,111,3.5,Sumbawa Region  
0.22,122.36,145,2.5,Minahassa Peninsula Sulawesi 
-9.04,119.22,10,2.2,Sumba Region  
0.51,122.86,106,3.1,Minahassa Peninsula Sulawesi 
0.78,121.66,10,2.7,Minahassa Peninsula Sulawesi 
0.82,122.4,62,2.1,Minahassa Peninsula Sulawesi 
-8.73,116.29,10,2.8,Sumbawa Region  
-8.77,112.04,30,3.4,Java  
-6.32,130.27,145,4.6,Banda Sea 
1.5,127.5,14,3.1,Halmahera  
-0.22,124.04,33,3.7,Southern Molucca Sea 
0.91,122.6,10,3.2,Minahassa Peninsula Sulawesi 
-8.76,110.28,10,4.8,Java  
-8.81,127.53,10,4.8,Timor Region 
3.08,127.06,69,5.2,Talaud Islands  
-0.14,122.86,117,3.7,Minahassa Peninsula Sulawesi 
-8.8,112.0,10,3.1,Java  
-8.47,116.92,10,2.7,Sumbawa Region  
-8.34,117.56,10,2.9,Sumbawa Region  
-4.84,129.42,226,4.0,Banda Sea 
-7.74,119.02,11,3.1,Flores Sea 
-7.49,129.79,144,4.3,Banda Sea 
-8.25,117.57,12,3.7,Sumbawa Region  
-8.24,117.57,11,3.7,Sumbawa Region  
4.42,125.86,194,4.8,Talaud Islands  
4.5,96.32,10,2.8,Northern Sumatra  
-2.85,122.33,10,2.7,Sulawesi  
-8.48,116.95,10,2.6,Sumbawa Region  
-8.48,116.94,10,2.5,Sumbawa Region  
-6.97,130.01,154,4.3,Banda Sea 
-9.41,115.54,32,4.4,South of Bali  
-9.42,114.05,10,3.7,South of Bali  
0.78,126.84,35,3.0,Northern Molucca Sea 
-0.16,121.46,10,3.0,Minahassa Peninsula Sulawesi 
-2.52,105.3,10,3.8,Southern Sumatra  
1.48,126.45,10,3.7,Northern Molucca Sea 
-0.11,125.9,10,4.0,Southern Molucca Sea 
-8.44,121.89,17,2.9,Flores Region  
1.51,126.46,10,4.1,Northern Molucca Sea 
1.5,126.46,10,4.0,Northern Molucca Sea 
-1.41,123.02,10,4.2,Sulawesi  
1.46,122.01,10,5.8,Minahassa Peninsula Sulawesi 
-0.0,123.55,139,4.8,Minahassa Peninsula Sulawesi 
-1.85,139.51,11,3.4,Near North Coast of Irian Jaya 
-9.87,120.5,43,3.1,Sumba Region  
4.53,127.29,167,4.4,Talaud Islands  
3.14,98.0,10,2.4,Northern Sumatra  
-8.01,117.86,22,2.9,Sumbawa Region  
-8.43,108.91,66,3.1,Java  
-0.08,123.31,110,3.1,Minahassa Peninsula Sulawesi 
-2.63,128.86,10,3.6,Ceram Sea 
2.38,127.56,51,3.2,Northern Molucca Sea 
-8.88,123.52,111,4.8,Flores Region  
-6.52,104.05,10,4.4,Sunda Strait  
-7.85,117.57,35,3.2,Bali Sea 
2.47,127.3,67,4.9,Northern Molucca Sea 
4.86,127.26,11,4.8,Talaud Islands  
-2.71,129.35,10,3.3,Seram  
-0.33,99.51,58,3.3,Southern Sumatra  
1.45,127.22,83,4.4,Halmahera  
-4.37,102.09,51,4.7,Southern Sumatra  
-5.82,101.33,10,4.7,Southwest of Sumatra  
0.31,121.96,173,3.2,Minahassa Peninsula Sulawesi 
-2.64,121.12,10,2.9,Sulawesi  
4.84,126.63,186,4.3,Talaud Islands  
-7.6,106.56,27,4.6,Java  
-8.87,118.11,108,4.9,Sumbawa Region  
-9.67,119.93,27,3.0,Sumba Region  
-1.74,120.19,10,3.3,Sulawesi  
-3.34,101.5,25,3.6,Southern Sumatra  
-2.36,120.81,10,3.2,Sulawesi  
3.03,98.66,10,3.0,Northern Sumatra  
-6.1,95.94,10,5.2,Southwest of Sumatra  
-8.29,119.61,145,4.0,Flores Region  
-2.34,105.28,12,3.6,Southern Sumatra  
-7.33,106.91,110,2.7,Java  
3.28,125.99,10,3.5,Talaud Islands  
-8.37,119.66,157,3.0,Flores Region  
-3.25,140.24,10,3.0,Irian Jaya  
1.45,127.02,108,4.6,Halmahera  
-3.41,101.54,29,3.9,Southern Sumatra  
-8.3,119.74,158,4.1,Flores Region  
-0.66,131.06,11,4.7,Irian Jaya Region  
2.77,128.09,148,4.4,Halmahera  
1.91,127.93,10,3.8,Halmahera  
-3.72,127.39,10,3.1,Seram  
-7.23,106.09,29,3.3,Java  
-6.03,103.93,10,2.9,Southwest of Sumatra  
0.55,97.01,25,3.2,Northern Sumatra  
-1.3,120.26,10,2.6,Sulawesi  
1.86,124.24,317,3.9,Minahassa Peninsula Sulawesi 
3.42,126.71,20,4.0,Talaud Islands  
-4.26,102.0,26,3.1,Southern Sumatra  
-0.25,125.08,10,3.5,Southern Molucca Sea 
-9.18,113.11,10,4.4,South of Java  
2.94,96.38,22,3.8,Northern Sumatra  
-10.1,126.56,95,4.8,Timor Sea 
2.64,98.84,10,2.2,Northern Sumatra  
1.54,127.1,28,4.5,Halmahera  
2.41,126.19,27,4.1,Northern Molucca Sea 
-0.6,135.66,12,4.2,Irian Jaya Region  
-0.29,100.32,10,3.3,Southern Sumatra  
-9.51,113.94,19,3.6,South of Java  
-8.46,119.72,152,2.9,Flores Region  
-0.2,123.01,26,2.7,Minahassa Peninsula Sulawesi 
-3.2,138.92,138,4.0,Irian Jaya  
1.62,99.49,167,3.6,Northern Sumatra  
0.27,126.0,10,3.7,Northern Molucca Sea 
-6.54,130.24,178,4.4,Banda Sea 
-4.33,101.7,98,5.1,Southern Sumatra  
-7.08,129.67,152,5.0,Banda Sea 
-9.31,113.87,10,3.9,South of Java  
0.06,125.2,147,3.9,Northern Molucca Sea 
-10.69,123.88,13,3.5,Timor Region 
-8.31,118.37,103,3.2,Sumbawa Region  
-8.12,107.9,17,3.7,Java  
-8.02,114.74,170,2.9,Bali Region  
-3.02,139.95,61,4.8,Irian Jaya  
3.65,126.45,20,4.8,Talaud Islands  
1.16,120.0,10,4.3,Celebes Sea 
-1.23,119.8,10,3.6,Sulawesi  
-4.16,133.02,10,4.9,Irian Jaya Region  
-0.31,123.06,57,3.4,Minahassa Peninsula Sulawesi 
-8.12,117.95,20,4.1,Sumbawa Region  
-0.54,123.79,10,3.4,Minahassa Peninsula Sulawesi 
-8.22,116.07,21,2.6,Sumbawa Region  
-9.42,114.07,10,3.1,South of Bali  
2.75,98.82,10,3.3,Northern Sumatra  
2.69,98.87,10,2.9,Northern Sumatra  
-9.57,112.92,10,3.7,South of Java  
-8.6,118.38,116,3.8,Sumbawa Region  
-8.72,118.38,111,4.7,Sumbawa Region  
-1.14,99.02,14,3.0,Southern Sumatra  
-8.51,122.13,23,2.6,Flores Region  
3.94,117.36,10,4.7,Borneo 
-7.75,127.72,172,4.8,Banda Sea 
-5.89,101.69,17,4.8,Southwest of Sumatra  
-1.3,120.74,10,3.1,Sulawesi  
-3.13,139.98,37,3.3,Irian Jaya  
0.0,123.12,96,2.5,Minahassa Peninsula Sulawesi 
-1.31,123.65,10,3.4,Sulawesi  
-8.81,111.42,102,3.3,Java  
-8.17,122.7,222,3.1,Flores Region  
-7.2,125.34,478,4.3,Banda Sea 
-5.62,102.91,61,4.0,Southern Sumatra  
-2.8,139.38,57,5.5,Near North Coast of Irian Jaya 
-7.15,129.69,194,4.6,Banda Sea 
-9.5,125.19,10,3.4,Timor Region 
-4.97,103.02,27,3.9,Southern Sumatra  
-3.72,131.18,60,3.6,Irian Jaya Region  
-6.17,112.13,603,5.0,Java  
-8.2,106.85,10,4.2,South of Java  
2.79,99.07,156,4.1,Northern Sumatra  
-6.27,103.7,52,4.9,Southwest of Sumatra  
-5.45,102.28,10,4.1,Southern Sumatra  
2.09,96.38,15,3.5,Northern Sumatra  
-4.37,102.03,21,3.5,Southern Sumatra  
-3.24,119.6,10,2.7,Sulawesi  
-2.76,121.86,10,3.0,Sulawesi  
-2.39,140.42,10,2.7,Near North Coast of Irian Jaya 
-4.72,125.82,406,4.0,Banda Sea 
-2.29,119.12,10,2.7,Sulawesi  
3.06,97.45,10,3.7,Northern Sumatra  
-0.58,131.64,10,3.8,Irian Jaya Region  
-9.46,120.17,45,3.3,Sumba Region  
-4.18,133.71,33,4.1,Irian Jaya Region  
-0.59,131.66,10,3.6,Irian Jaya Region  
-7.79,109.97,109,2.7,Java  
-9.84,113.7,109,3.1,South of Java  
1.03,98.74,73,4.7,Northern Sumatra  
-8.61,114.98,158,2.5,Bali Region  
-7.38,129.48,131,5.0,Banda Sea 
0.42,126.0,10,3.6,Northern Molucca Sea 
-0.5,121.88,10,3.2,Minahassa Peninsula Sulawesi 
-10.37,123.48,10,3.4,Timor Region 
-4.26,141.8,23,4.8,New Guinea Papua New Guinea 
-8.45,119.08,11,3.0,Flores Region  
-8.71,116.75,96,2.7,Sumbawa Region  
-2.82,100.81,14,3.6,Southern Sumatra  
1.36,125.83,37,3.4,Northern Molucca Sea 
4.1,124.54,327,4.2,Celebes Sea 
1.09,119.99,25,5.1,Celebes Sea 
-5.39,103.59,29,3.4,Southern Sumatra  
4.88,127.3,63,4.4,Talaud Islands  
-0.22,122.94,24,2.8,Minahassa Peninsula Sulawesi 
-10.46,123.51,10,3.4,Timor Region 
2.14,122.62,439,4.4,Celebes Sea 
-10.52,123.53,10,4.8,Timor Region 
-10.35,123.47,10,4.2,Timor Region 
0.27,122.55,101,2.9,Minahassa Peninsula Sulawesi 
-4.26,137.01,10,4.2,Irian Jaya  
0.59,97.19,30,4.5,Northern Sumatra  
-2.66,129.42,10,3.3,Seram  
-6.41,103.59,41,5.0,Southwest of Sumatra  
-6.34,103.67,10,4.8,Southwest of Sumatra  
-9.04,120.53,85,3.5,Sumba Region  
0.22,100.03,10,2.4,Northern Sumatra  
-5.54,101.85,109,4.1,Southwest of Sumatra  
-0.53,124.54,11,3.6,Southern Molucca Sea 
2.08,126.68,10,3.3,Northern Molucca Sea 
0.2,123.96,184,3.1,Minahassa Peninsula Sulawesi 
2.12,126.72,23,3.8,Northern Molucca Sea 
-8.88,112.81,26,3.0,Java  
-6.4,130.13,162,4.7,Banda Sea 
1.06,126.13,10,3.8,Northern Molucca Sea 
1.76,125.34,26,3.8,Northern Molucca Sea 
-7.5,128.51,24,4.7,Banda Sea 
-0.79,131.46,10,3.3,Irian Jaya Region  
-3.89,134.97,17,4.2,Irian Jaya Region  
-0.65,131.55,10,4.9,Irian Jaya Region  
-9.56,118.55,12,3.0,Sumbawa Region  
