Lat,Lon,Dep,M,Region
-9.51,111.87,10,3.6,South of Java  
-2.46,138.57,10,3.6,Irian Jaya  
-8.84,124.2,60,2.6,Timor Region 
2.09,126.59,10,3.5,Northern Molucca Sea 
2.06,126.6,10,3.5,Northern Molucca Sea 
0.17,96.54,10,4.8,Off West Coast of Northern Sumatra 
0.28,96.65,10,3.9,Off West Coast of Northern Sumatra 
0.25,96.62,10,4.0,Off West Coast of Northern Sumatra 
-2.51,139.54,10,2.6,Near North Coast of Irian Jaya 
0.24,96.64,10,3.8,Off West Coast of Northern Sumatra 
0.12,96.54,15,5.9,Off West Coast of Northern Sumatra 
-10.18,119.2,10,3.7,Sumba Region  
-4.74,129.88,16,3.7,Banda Sea 
-9.91,123.68,77,3.1,Timor Region 
1.26,126.18,10,4.1,Northern Molucca Sea 
2.74,128.45,207,4.3,Halmahera  
-2.98,128.64,14,3.5,Ceram Sea 
-6.55,108.04,297,3.3,Java  
-4.63,101.95,10,4.9,Southern Sumatra  
-8.27,119.57,168,2.8,Flores Region  
-7.72,111.17,10,3.0,Java  
-1.31,120.46,10,3.3,Sulawesi  
-1.03,100.18,37,2.5,Southern Sumatra  
-1.9,122.54,10,3.3,Sulawesi  
-1.36,123.66,10,3.1,Sulawesi  
-8.78,117.53,10,2.3,Sumbawa Region  
-3.06,140.06,53,2.9,Irian Jaya  
-8.1,107.34,11,3.4,Java  
-6.07,128.68,338,4.6,Banda Sea 
-2.02,128.64,77,3.2,Ceram Sea 
-10.94,118.63,10,3.6,South of Sumbawa  
-7.58,128.52,230,4.6,Banda Sea 
-9.53,125.07,10,2.7,Timor Region 
-7.86,117.22,289,3.5,Bali Sea 
0.79,97.25,22,3.1,Northern Sumatra  
3.12,127.93,41,4.1,Talaud Islands  
-7.4,129.17,173,4.7,Banda Sea 
-2.24,125.16,10,4.0,Ceram Sea 
-1.77,135.63,10,3.2,Irian Jaya Region  
-3.46,134.12,30,3.5,Irian Jaya Region  
2.48,95.74,30,3.4,Off West Coast of Northern Sumatra 
2.52,95.77,33,3.6,Off West Coast of Northern Sumatra 
-8.11,120.07,176,3.2,Flores Region  
-6.28,104.12,10,3.2,Sunda Strait  
-2.51,138.84,62,3.6,Irian Jaya  
2.15,124.51,282,4.0,Celebes Sea 
-8.78,120.54,108,2.5,Flores Region  
-8.19,115.48,10,2.2,Bali Region  
-8.73,114.83,86,3.3,Bali Region  
-4.36,102.44,32,3.6,Southern Sumatra  
-9.75,119.64,46,3.7,Sumba Region  
-6.24,130.81,10,3.1,Banda Sea 
-4.55,127.15,10,3.3,Banda Sea 
3.11,126.32,16,3.8,Talaud Islands  
-4.59,127.18,10,3.2,Banda Sea 
-4.53,127.13,10,3.2,Banda Sea 
-4.52,127.21,10,3.8,Banda Sea 
0.01,96.71,34,4.3,Off West Coast of Northern Sumatra 
0.33,126.02,10,3.1,Northern Molucca Sea 
-7.57,125.41,10,3.5,Banda Sea 
-4.54,127.19,16,3.1,Banda Sea 
-8.36,117.6,10,2.6,Sumbawa Region  
-7.6,125.46,10,5.5,Banda Sea 
-5.55,130.8,86,3.2,Banda Sea 
-5.41,130.66,91,3.8,Banda Sea 
0.61,127.15,90,3.4,Halmahera  
-8.69,111.02,31,2.7,Java  
-9.42,117.23,26,3.0,Sumbawa Region  
-0.94,121.44,10,3.7,Minahassa Peninsula Sulawesi 
-7.53,106.7,27,4.4,Java  
1.73,99.17,10,2.9,Northern Sumatra  
-3.61,140.92,58,3.0,Irian Jaya  
-5.22,131.91,97,4.1,Banda Sea 
-4.53,102.57,34,3.5,Southern Sumatra  
-9.51,121.4,30,4.7,Savu Sea 
-0.04,123.08,99,2.5,Minahassa Peninsula Sulawesi 
0.77,127.69,10,3.5,Halmahera  
2.37,128.25,143,3.8,Halmahera  
1.39,128.1,80,2.3,Halmahera  
5.37,94.75,14,3.4,Northern Sumatra  
-4.99,102.92,24,3.4,Southern Sumatra  
-8.68,123.46,99,2.3,Flores Region  
-9.54,115.61,13,2.4,South of Bali  
-8.01,124.53,10,3.0,Timor Region 
-8.52,124.68,10,2.3,Timor Region 
-3.36,141.03,26,3.4,New Guinea Papua New Guinea 
-8.56,116.07,10,2.7,Sumbawa Region  
3.11,127.83,10,4.2,Talaud Islands  
-6.27,130.29,135,4.9,Banda Sea 
-3.43,135.42,14,4.4,Irian Jaya Region  
-8.38,116.14,13,2.6,Sumbawa Region  
0.65,100.0,10,2.5,Northern Sumatra  
-7.66,128.46,150,4.8,Banda Sea 
-7.33,110.41,10,3.0,Java  
-2.82,122.31,10,3.7,Sulawesi  
-3.58,101.81,26,3.0,Southern Sumatra  
3.22,128.36,10,4.1,North of Halmahera  
-5.18,129.88,163,3.7,Banda Sea 
0.07,100.08,10,2.3,Northern Sumatra  
0.05,128.99,10,3.5,Halmahera  
-8.67,124.09,89,2.6,Timor Region 
-6.04,128.79,321,4.9,Banda Sea 
-0.28,123.03,52,3.6,Minahassa Peninsula Sulawesi 
-2.65,138.94,10,3.2,Irian Jaya  
4.29,126.83,10,4.2,Talaud Islands  
-0.04,99.18,38,3.1,Southern Sumatra  
-5.47,131.27,12,3.4,Banda Sea 
1.03,98.68,33,2.8,Northern Sumatra  
-0.27,99.4,76,3.6,Southern Sumatra  
-9.5,117.5,16,3.3,Sumbawa Region  
-8.09,107.86,25,3.2,Java  
-2.45,120.93,10,2.7,Sulawesi  
-3.21,135.58,10,3.5,Irian Jaya Region  
-6.94,105.46,25,3.3,Sunda Strait  
-0.3,123.25,80,3.9,Minahassa Peninsula Sulawesi 
0.01,123.04,158,3.4,Minahassa Peninsula Sulawesi 
-3.15,135.62,10,3.7,Irian Jaya Region  
-7.54,106.92,96,2.9,Java  
-7.34,110.34,10,2.7,Java  
-8.37,118.85,159,3.1,Sumbawa Region  
-8.6,118.37,117,3.3,Sumbawa Region  
1.26,126.16,10,3.4,Northern Molucca Sea 
-9.8,125.01,53,4.8,Timor Region 
-7.48,128.62,217,4.2,Banda Sea 
-8.91,110.9,10,4.6,Java  
-9.04,120.46,10,2.9,Sumba Region  
-8.06,130.28,10,4.0,Tanimbar Islands Reg.  
-9.32,107.94,10,4.1,South of Java  
-2.57,139.54,29,3.3,Near North Coast of Irian Jaya 
2.0,126.65,10,3.2,Northern Molucca Sea 
-0.92,122.17,10,3.9,Minahassa Peninsula Sulawesi 
-5.82,131.09,16,4.2,Banda Sea 
-3.49,101.58,24,4.4,Southern Sumatra  
-1.65,126.53,10,2.8,Southern Molucca Sea 
-7.81,119.83,250,4.4,Flores Sea 
2.25,96.12,18,4.1,Northern Sumatra  
1.55,127.03,99,4.8,Halmahera  
-4.79,139.56,10,4.3,Irian Jaya  
-9.4,125.22,10,2.1,Timor Region 
-2.83,129.6,10,3.9,Seram  
-2.84,127.75,21,3.0,Ceram Sea 
-0.34,100.21,10,2.5,Southern Sumatra  
-8.04,110.43,10,3.2,Java  
-0.35,123.1,11,3.5,Minahassa Peninsula Sulawesi 
-3.2,141.05,10,5.3,New Guinea Papua New Guinea 
-2.8,127.33,10,3.2,Ceram Sea 
2.78,95.35,10,4.7,Off West Coast of Northern Sumatra 
-7.29,110.42,10,2.7,Java  
-3.24,130.99,14,3.1,Seram  
-1.82,120.41,10,2.3,Sulawesi  
1.67,127.02,84,2.9,Halmahera  
0.36,98.54,15,3.5,Northern Sumatra  
-0.14,123.18,81,3.6,Minahassa Peninsula Sulawesi 
-7.3,110.38,10,2.7,Java  
-9.38,107.78,44,5.1,South of Java  
-2.79,122.21,10,3.7,Sulawesi  
-4.13,128.86,10,3.4,Banda Sea 
1.91,121.0,13,3.6,Minahassa Peninsula Sulawesi 
1.84,127.25,86,3.4,Halmahera  
0.51,123.59,238,4.8,Minahassa Peninsula Sulawesi 
3.14,127.91,20,4.8,Talaud Islands  
0.26,121.83,188,3.3,Minahassa Peninsula Sulawesi 
-9.37,114.38,17,3.1,South of Bali  
-3.44,129.42,10,3.0,Seram  
1.51,98.95,95,2.8,Northern Sumatra  
-6.04,122.58,16,2.7,Flores Sea 
-0.87,121.52,10,3.0,Minahassa Peninsula Sulawesi 
-1.02,127.23,10,2.4,Halmahera  
-3.79,128.62,10,2.6,Seram  
-9.12,116.55,17,2.7,Sumbawa Region  
-2.66,128.82,10,2.7,Ceram Sea 
-7.18,107.22,10,3.2,Java  
-9.21,112.05,60,3.8,South of Java  
-1.34,120.48,10,2.5,Sulawesi  
-9.65,108.07,10,4.3,South of Java  
-2.86,129.27,11,3.2,Seram  
1.29,122.65,10,4.2,Minahassa Peninsula Sulawesi 
-2.16,100.69,29,3.6,Southern Sumatra  
-7.32,110.37,12,2.9,Java  
1.67,126.51,10,4.7,Northern Molucca Sea 
1.1,121.15,41,2.9,Minahassa Peninsula Sulawesi 
-2.66,128.86,10,4.3,Ceram Sea 
-2.79,122.14,10,4.4,Sulawesi  
-8.59,118.4,119,2.4,Sumbawa Region  
-7.33,110.43,10,3.4,Java  
-4.84,101.85,41,5.3,Southern Sumatra  
-7.3,110.42,10,3.5,Java  
-7.28,110.34,10,3.0,Java  
0.93,126.15,10,2.7,Northern Molucca Sea 
5.3,94.4,50,3.0,Northern Sumatra  
2.93,127.45,10,3.2,Northern Molucca Sea 
-6.74,130.37,128,4.1,Banda Sea 
0.14,123.69,140,3.3,Minahassa Peninsula Sulawesi 
-9.63,118.98,10,4.6,Sumbawa Region  
-7.29,110.43,10,2.9,Java  
-2.34,139.26,96,4.1,Near North Coast of Irian Jaya 
-2.58,130.2,15,2.5,Seram  
0.95,121.98,10,4.0,Minahassa Peninsula Sulawesi 
-7.33,110.41,10,2.9,Java  
-7.08,130.07,169,4.8,Tanimbar Islands Reg.  
-7.3,110.47,19,3.4,Java  
-7.2,110.39,10,2.8,Java  
-8.32,111.82,93,3.0,Java  
-7.33,110.38,10,3.0,Java  
-7.27,110.41,12,3.0,Java  
-4.81,103.85,122,3.2,Southern Sumatra  
-7.27,110.45,10,3.3,Java  
-6.07,129.41,246,4.2,Banda Sea 
-7.27,110.45,22,2.7,Java  
-2.54,120.88,10,2.8,Sulawesi  
-7.81,117.22,10,2.8,Bali Sea 
-3.38,128.39,10,2.8,Seram  
-7.31,110.44,13,3.3,Java  
-7.22,110.41,14,2.9,Java  
-7.33,110.39,10,3.3,Java  
-7.25,110.43,16,3.0,Java  
-9.45,118.52,10,4.3,Sumbawa Region  
-0.57,119.87,10,2.2,Minahassa Peninsula Sulawesi 
-8.26,118.05,10,3.6,Sumbawa Region  
-8.45,117.19,10,2.9,Sumbawa Region  
-3.23,128.45,10,3.0,Seram  
-7.35,110.48,10,2.8,Java  
-7.24,110.4,10,2.8,Java  
-0.96,115.61,10,4.1,Borneo 
-2.89,129.95,10,2.7,Seram  
-4.8,129.93,177,3.7,Banda Sea 
-4.05,136.38,10,4.1,Irian Jaya Region  
2.07,127.16,38,3.3,Northern Molucca Sea 
-6.96,130.67,122,4.0,Banda Sea 
-4.3,102.21,20,3.4,Southern Sumatra  
-0.95,127.91,10,3.0,Halmahera  
-7.34,110.3,14,3.0,Java  
-2.24,100.72,28,4.3,Southern Sumatra  
-0.47,100.11,20,2.0,Southern Sumatra  
4.41,96.81,10,3.4,Northern Sumatra  
-1.98,122.46,10,3.0,Sulawesi  
0.56,121.58,63,3.2,Minahassa Peninsula Sulawesi 
-3.16,139.9,33,2.8,Irian Jaya  
3.8,127.88,89,3.9,Talaud Islands  
-8.48,117.13,11,2.5,Sumbawa Region  
-8.56,118.36,116,3.5,Sumbawa Region  
-10.62,118.97,10,3.8,South of Sumbawa  
0.31,121.8,191,2.8,Minahassa Peninsula Sulawesi 
-3.06,119.36,10,2.4,Sulawesi  
-7.08,106.99,161,3.4,Java  
1.79,98.85,87,2.4,Northern Sumatra  
-9.04,110.5,39,4.4,South of Java  
-8.88,112.49,97,5.1,Java  
-6.72,104.42,10,3.8,Sunda Strait  
-7.77,106.93,21,3.1,Java  
-7.26,107.58,10,2.6,Java  
-6.03,122.57,10,4.2,Flores Sea 
-8.34,122.25,10,2.8,Flores Region  
-7.38,129.37,139,3.9,Banda Sea 
-0.58,127.49,10,3.0,Halmahera  
-0.62,127.5,10,3.1,Halmahera  
1.68,126.2,82,3.3,Northern Molucca Sea 
0.33,126.66,47,3.3,Northern Molucca Sea 
-7.54,128.19,162,3.8,Banda Sea 
-3.18,129.13,21,3.2,Seram  
-8.67,117.51,10,3.0,Sumbawa Region  
-7.19,108.43,11,2.5,Java  
-10.28,120.39,19,3.4,Sumba Region  
-3.25,140.06,110,4.3,Irian Jaya  
-1.88,122.56,10,2.6,Sulawesi  
-1.87,122.58,10,3.3,Sulawesi  
1.3,126.24,22,3.6,Northern Molucca Sea 
-2.83,129.42,10,3.1,Seram  
-6.66,104.37,10,3.7,Sunda Strait  
0.06,124.6,55,3.6,Minahassa Peninsula Sulawesi 
2.81,127.2,23,3.9,Northern Molucca Sea 
-4.48,123.36,32,3.7,Banda Sea 
-1.78,133.51,10,3.3,Irian Jaya Region  
-5.08,104.15,10,3.0,Southern Sumatra  
2.58,126.42,14,3.3,Northern Molucca Sea 
-1.96,120.46,10,2.4,Sulawesi  
-6.78,130.0,203,3.7,Banda Sea 
-2.19,127.98,70,3.6,Ceram Sea 
-0.83,121.92,10,3.6,Minahassa Peninsula Sulawesi 
-0.78,121.93,10,3.4,Minahassa Peninsula Sulawesi 
-2.44,134.34,10,3.4,Irian Jaya Region  
-7.7,106.53,19,4.2,Java  
3.19,127.48,23,2.9,Talaud Islands  
-9.38,124.69,23,2.8,Timor Region 
-2.68,129.48,48,2.1,Seram  
2.36,98.9,133,3.4,Northern Sumatra  
4.04,95.61,38,2.8,Northern Sumatra  
-8.16,116.85,10,4.7,Sumbawa Region  
-2.05,139.33,36,5.0,Near North Coast of Irian Jaya 
-4.16,103.21,74,2.5,Southern Sumatra  
0.26,121.99,94,2.2,Minahassa Peninsula Sulawesi 
-6.76,130.45,17,4.1,Banda Sea 
-2.82,130.08,11,2.6,Seram  
-6.42,107.21,299,2.9,Java  
1.81,127.21,99,3.7,Halmahera  
-8.66,109.18,10,3.4,Java  
-8.23,120.28,10,2.5,Flores Region  
-6.26,120.57,113,3.1,Flores Sea 
-5.15,102.59,11,2.8,Southern Sumatra  
-1.16,120.3,10,2.5,Sulawesi  
-0.24,123.02,10,2.2,Minahassa Peninsula Sulawesi 
-2.9,127.65,10,2.3,Ceram Sea 
-3.12,128.62,20,2.5,Seram  
-2.84,129.44,10,2.7,Seram  
-2.49,120.87,10,2.8,Sulawesi  
-0.08,123.2,139,2.8,Minahassa Peninsula Sulawesi 
0.25,97.73,16,3.6,Northern Sumatra  
-0.18,98.64,24,3.6,Southern Sumatra  
-9.94,115.65,10,3.6,South of Bali  
-0.23,122.87,74,2.5,Minahassa Peninsula Sulawesi 
1.18,126.3,10,3.5,Northern Molucca Sea 
-3.93,135.98,13,4.5,Irian Jaya Region  
3.8,96.39,35,3.1,Northern Sumatra  
-2.9,129.49,10,2.5,Seram  
-8.13,107.87,22,3.5,Java  
1.15,126.78,28,3.6,Northern Molucca Sea 
-4.58,129.71,163,3.1,Banda Sea 
0.84,126.16,10,3.4,Northern Molucca Sea 
-3.5,134.87,10,4.3,Irian Jaya Region  
-2.5,140.44,13,2.6,Near North Coast of Irian Jaya 
-0.81,122.05,10,3.8,Minahassa Peninsula Sulawesi 
-7.27,105.44,10,3.4,Java  
-0.31,122.87,69,3.7,Minahassa Peninsula Sulawesi 
-2.51,120.92,11,3.3,Sulawesi  
-2.48,120.91,10,3.2,Sulawesi  
1.22,126.19,14,3.4,Northern Molucca Sea 
1.13,128.12,10,4.1,Halmahera  
1.86,127.28,17,2.8,Halmahera  
-2.53,141.36,10,3.4,Near N. Coast of New Guinea PNG. 
4.49,96.54,10,2.4,Northern Sumatra  
-2.98,128.75,35,3.1,Ceram Sea 
1.88,126.28,14,3.2,Northern Molucca Sea 
4.93,97.82,10,2.6,Northern Sumatra  
3.76,95.92,32,2.6,Off West Coast of Northern Sumatra 
-2.5,120.91,10,2.6,Sulawesi  
-5.91,104.46,31,3.0,Southern Sumatra  
-2.54,120.88,10,3.3,Sulawesi  
2.84,127.91,142,4.9,Northern Molucca Sea 
-1.51,120.22,10,2.4,Sulawesi  
-10.24,117.72,10,4.4,South of Sumbawa  
1.36,128.13,80,3.7,Halmahera  
1.37,128.07,99,3.8,Halmahera  
1.32,122.61,13,3.8,Minahassa Peninsula Sulawesi 
-2.83,129.44,10,4.7,Seram  
-6.5,129.3,236,4.2,Banda Sea 
1.37,126.32,10,3.3,Northern Molucca Sea 
-6.65,129.43,225,4.1,Banda Sea 
4.23,125.84,73,4.1,Talaud Islands  
-1.43,100.5,62,2.6,Southern Sumatra  
-2.01,125.72,11,4.7,Ceram Sea 
-2.92,139.59,74,3.7,Near North Coast of Irian Jaya 
-8.71,119.01,133,3.7,Flores Region  
2.45,128.39,221,4.1,Halmahera  
-10.87,119.88,52,3.9,Sumba Region  
-9.79,118.17,10,3.7,Sumbawa Region  
-7.13,129.54,26,3.6,Banda Sea 
-0.28,124.04,54,3.8,Southern Molucca Sea 
-3.89,127.41,10,3.8,Seram  
-8.89,124.06,76,3.4,Timor Region 
-0.55,131.42,37,4.2,Irian Jaya Region  
0.94,126.29,68,4.7,Northern Molucca Sea 
1.7,97.58,16,2.9,Northern Sumatra  
-5.76,130.74,108,4.6,Banda Sea 
2.29,127.64,10,3.8,Northern Molucca Sea 
-8.95,124.15,76,3.5,Timor Region 
-4.97,102.89,50,4.5,Southern Sumatra  
-6.67,104.33,10,4.2,Sunda Strait  
-7.84,115.41,281,4.3,Bali Sea 
-9.81,123.72,10,3.7,Timor Region 
0.08,98.79,11,2.8,Northern Sumatra  
-9.78,123.74,10,2.6,Timor Region 
-9.71,123.66,10,3.9,Timor Region 
-6.6,104.38,10,4.5,Sunda Strait  
-8.29,115.45,10,2.7,Bali Region  
-8.26,115.43,10,3.5,Bali Region  
-8.35,115.47,10,4.8,Bali Region  
1.36,97.05,28,3.1,Northern Sumatra  
-7.2,129.14,10,3.8,Banda Sea 
-2.63,139.92,39,2.7,Near North Coast of Irian Jaya 
1.38,96.94,14,4.5,Off West Coast of Northern Sumatra 
-6.74,104.38,10,3.4,Sunda Strait  
-7.6,108.44,89,3.5,Java  
0.22,121.84,182,3.5,Minahassa Peninsula Sulawesi 
-7.79,117.35,14,3.1,Bali Sea 
3.86,126.14,107,4.2,Talaud Islands  
1.94,127.19,34,3.4,Halmahera  
1.24,126.15,11,3.1,Northern Molucca Sea 
-2.62,129.51,28,4.2,Seram  
-7.84,117.27,10,2.9,Bali Sea 
-9.74,118.98,10,2.6,Sumbawa Region  
-5.83,131.07,139,3.2,Banda Sea 
-2.89,121.77,10,2.9,Sulawesi  
3.65,126.83,10,2.7,Talaud Islands  
-1.96,100.0,10,3.5,Southern Sumatra  
3.46,126.59,73,2.7,Talaud Islands  
3.65,123.29,479,4.9,Celebes Sea 
-1.58,135.62,10,4.1,Irian Jaya Region  
3.59,97.77,108,2.1,Northern Sumatra  
-0.59,100.51,10,3.1,Southern Sumatra  
-2.41,140.55,10,3.6,Near North Coast of Irian Jaya 
1.21,126.16,10,3.7,Northern Molucca Sea 
-7.23,130.16,111,4.9,Tanimbar Islands Reg.  
-8.01,117.16,18,3.3,Sumbawa Region  
-0.6,100.53,10,4.1,Southern Sumatra  
-2.04,121.0,10,4.0,Sulawesi  
-7.62,106.93,49,3.4,Java  
-0.0,97.78,34,3.8,Southwest of Sumatra  
1.31,126.19,10,4.4,Northern Molucca Sea 
1.35,126.14,42,5.7,Northern Molucca Sea 
-8.23,115.8,243,3.1,Bali Region  
-8.75,117.81,97,2.5,Sumbawa Region  
0.26,121.96,175,2.8,Minahassa Peninsula Sulawesi 
-3.3,139.35,73,3.4,Irian Jaya  
0.85,127.57,27,2.2,Halmahera  
5.8,95.18,10,2.8,Northern Sumatra  
2.28,126.75,16,3.3,Northern Molucca Sea 
0.74,126.87,17,3.2,Northern Molucca Sea 
-8.38,119.32,12,2.6,Flores Region  
-2.75,129.86,10,2.9,Seram  
0.76,127.7,10,3.0,Halmahera  
-3.38,140.38,10,2.2,Irian Jaya  
4.64,126.21,10,3.7,Talaud Islands  
-2.53,121.27,10,2.9,Sulawesi  
4.43,123.44,531,4.7,Celebes Sea 
2.44,97.71,31,4.0,Northern Sumatra  
-0.29,124.36,11,2.7,Southern Molucca Sea 
-3.37,128.76,10,2.2,Seram  
-0.46,126.81,10,3.4,Southern Molucca Sea 
0.43,123.66,239,3.4,Minahassa Peninsula Sulawesi 
2.63,99.02,152,2.8,Northern Sumatra  
-7.3,130.19,104,4.7,Tanimbar Islands Reg.  
-7.42,129.52,147,4.9,Banda Sea 
2.11,126.51,19,3.9,Northern Molucca Sea 
-2.45,119.46,10,3.6,Sulawesi  
4.15,96.65,93,3.8,Northern Sumatra  
5.26,96.22,10,3.4,Northern Sumatra  
-8.9,110.96,58,4.8,Java  
-8.14,116.84,11,3.4,Sumbawa Region  
-0.18,133.04,10,4.7,Irian Jaya Region  
-0.17,133.03,10,5.1,Irian Jaya Region  
-3.91,127.39,10,3.2,Seram  
0.71,100.18,192,3.4,Northern Sumatra  
-3.41,129.46,10,3.7,Seram  
-3.61,101.49,18,3.0,Southern Sumatra  
-0.08,123.23,146,3.5,Minahassa Peninsula Sulawesi 
4.39,95.42,41,3.5,Northern Sumatra  
0.64,124.64,138,3.2,Minahassa Peninsula Sulawesi 
-9.63,118.55,25,3.9,Sumbawa Region  
-9.63,118.52,25,4.4,Sumbawa Region  
-2.86,128.32,10,3.7,Ceram Sea 
-0.73,99.84,69,3.4,Southern Sumatra  
3.5,96.64,10,3.6,Northern Sumatra  
-9.77,116.52,13,2.6,Sumbawa Region  
0.75,127.7,10,2.4,Halmahera  
-3.54,119.71,10,3.4,Sulawesi  
2.78,125.71,114,3.4,Talaud Islands  
-7.41,120.41,553,4.1,Flores Sea 
-7.21,105.39,10,3.6,Java  
0.81,126.07,10,3.4,Northern Molucca Sea 
-6.0,130.74,163,3.5,Banda Sea 
-3.23,135.53,19,3.7,Irian Jaya Region  
-2.19,138.49,25,3.3,Irian Jaya  
-9.3,110.37,10,3.9,South of Java  
0.25,129.26,10,3.5,Halmahera  
-8.21,107.69,25,3.0,Java  
-4.37,134.1,23,3.6,Irian Jaya Region  
-4.42,133.94,10,3.4,Irian Jaya Region  
0.75,127.7,10,3.2,Halmahera  
-1.02,121.48,11,3.1,Sulawesi  
-2.19,118.95,10,2.4,Sulawesi  
-4.31,101.97,10,3.2,Southern Sumatra  
-7.79,107.31,28,3.9,Java  
-3.17,102.17,106,4.4,Southern Sumatra  
-8.48,116.51,100,2.5,Sumbawa Region  
0.65,124.3,11,3.1,Minahassa Peninsula Sulawesi 
-8.63,118.39,113,3.7,Sumbawa Region  
-1.06,97.35,33,4.2,Southwest of Sumatra  
-9.58,119.7,17,2.3,Sumba Region  
-2.56,127.92,10,3.6,Ceram Sea 
0.47,126.21,10,2.9,Northern Molucca Sea 
1.45,125.55,106,2.8,Northern Molucca Sea 
0.94,126.08,10,5.0,Northern Molucca Sea 
-7.66,128.2,28,4.5,Banda Sea 
-8.95,116.74,10,3.3,Sumbawa Region  
-2.33,140.29,12,2.7,Near North Coast of Irian Jaya 
0.79,125.98,10,2.8,Northern Molucca Sea 
0.97,126.1,53,4.9,Northern Molucca Sea 
0.79,126.16,10,2.9,Northern Molucca Sea 
0.8,126.11,10,3.5,Northern Molucca Sea 
0.48,126.48,10,3.0,Northern Molucca Sea 
0.83,126.13,17,3.3,Northern Molucca Sea 
0.91,126.14,26,5.6,Northern Molucca Sea 
-2.37,140.36,10,2.1,Near North Coast of Irian Jaya 
-1.88,100.41,28,3.4,Southern Sumatra  
-6.63,107.74,265,2.9,Java  
-1.75,120.14,10,3.6,Sulawesi  
-1.12,120.79,10,3.6,Sulawesi  
-6.83,106.66,101,3.3,Java  
-2.66,139.4,18,2.6,Near North Coast of Irian Jaya 
-8.69,116.33,93,2.6,Sumbawa Region  
-2.94,135.48,10,4.0,Irian Jaya Region  
0.55,100.05,10,3.4,Northern Sumatra  
-9.22,122.53,61,5.1,Savu Sea 
1.57,127.07,102,3.2,Halmahera  
0.27,121.96,165,3.4,Minahassa Peninsula Sulawesi 
-5.51,130.93,124,3.2,Banda Sea 
-9.32,116.26,105,2.8,Sumbawa Region  
-0.06,123.24,137,2.3,Minahassa Peninsula Sulawesi 
-9.52,118.59,13,4.1,Sumbawa Region  
-3.41,140.29,27,2.5,Irian Jaya  
-2.33,140.32,10,3.7,Near North Coast of Irian Jaya 
-6.5,103.73,15,3.4,Southwest of Sumatra  
-7.09,106.18,103,3.2,Java  
-2.79,129.63,10,2.4,Seram  
-0.02,122.58,228,3.4,Minahassa Peninsula Sulawesi 
-3.43,130.0,12,2.3,Seram  
0.35,122.01,162,3.2,Minahassa Peninsula Sulawesi 
-8.24,116.43,12,2.5,Sumbawa Region  
-9.28,119.48,31,4.1,Sumba Region  
-3.5,120.9,10,2.4,Sulawesi  
-9.06,110.34,10,3.2,South of Java  
-8.58,110.83,53,3.3,Java  
-3.01,101.89,108,3.8,Southern Sumatra  
-2.48,139.55,21,4.0,Near North Coast of Irian Jaya 
3.38,123.02,520,4.4,Celebes Sea 
-0.01,124.14,77,2.9,Southern Molucca Sea 
-7.18,108.96,10,3.3,Java  
-5.24,122.16,10,3.3,Sulawesi  
-1.25,119.73,10,3.0,Sulawesi  
-4.47,122.46,36,3.1,Sulawesi  
-1.64,120.13,10,2.6,Sulawesi  
-6.1,104.17,10,3.0,Sunda Strait  
-9.92,119.13,10,3.8,Sumba Region  
-3.16,130.81,13,3.2,Seram  
0.74,121.27,79,2.9,Minahassa Peninsula Sulawesi 
-9.82,119.16,13,4.0,Sumba Region  
-3.48,130.01,10,3.2,Seram  
-3.48,129.99,10,3.0,Seram  
-3.61,130.09,10,2.8,Seram  
-3.43,130.02,11,3.6,Seram  
-3.55,130.05,10,2.8,Seram  
-8.88,124.13,78,3.9,Timor Region 
-3.41,130.0,10,3.5,Seram  
-9.52,114.01,10,3.3,South of Bali  
-7.93,117.43,13,3.2,Bali Sea 
-2.81,127.39,10,2.9,Ceram Sea 
-1.61,120.15,10,2.8,Sulawesi  
3.98,98.14,10,2.5,Northern Sumatra  
-9.83,119.12,10,3.3,Sumba Region  
-6.59,104.88,10,3.1,Sunda Strait  
1.77,126.4,10,3.6,Northern Molucca Sea 
-1.63,120.18,10,2.7,Sulawesi  
-0.62,119.86,10,2.3,Minahassa Peninsula Sulawesi 
-9.92,119.12,10,3.9,Sumba Region  
-8.45,117.0,21,3.0,Sumbawa Region  
-7.89,117.3,17,3.0,Bali Sea 
-8.96,122.64,132,3.1,Flores Region  
-4.0,133.4,30,4.2,Irian Jaya Region  
0.34,121.99,164,2.6,Minahassa Peninsula Sulawesi 
-1.62,120.13,10,2.1,Sulawesi  
-9.87,116.26,10,3.6,Sumbawa Region  
0.01,100.14,10,3.0,Northern Sumatra  
-4.02,133.99,10,4.9,Irian Jaya Region  
-10.02,118.35,56,3.6,South of Sumbawa  
-1.26,120.48,10,2.5,Sulawesi  
-7.61,107.72,10,2.9,Java  
-6.9,130.04,145,4.4,Banda Sea 
-8.19,107.88,26,3.1,Java  
1.34,121.31,37,4.9,Minahassa Peninsula Sulawesi 
-6.73,104.85,10,3.6,Sunda Strait  
-8.7,118.39,108,2.0,Sumbawa Region  
-7.46,128.92,140,4.5,Banda Sea 
-9.79,124.65,10,4.0,Timor Region 
-7.25,108.62,187,3.9,Java  
-8.01,130.53,84,4.7,Tanimbar Islands Reg.  
-2.86,122.23,10,2.1,Sulawesi  
1.35,126.87,34,2.8,Northern Molucca Sea 
-0.1,124.16,45,4.3,Southern Molucca Sea 
